kiln_id,category,date,avg_co2_tons_per_month,avg_pm25_kg_per_month
100016,PNAS,2022-11,101.63054882651414,268.335732913298
100016,PNAS,2022-12,304.89164647954243,805.0071987398941
100016,PNAS,2023-01,304.89164647954243,805.0071987398941
100016,PNAS,2023-02,304.89164647954243,805.0071987398941
100016,PNAS,2023-03,304.89164647954243,805.0071987398941
100016,PNAS,2023-04,294.728591596891,778.1736254485643
100017,PNAS,2022-11,101.63054882651414,268.335732913298
100017,PNAS,2022-12,304.89164647954243,805.0071987398941
100017,PNAS,2023-01,304.89164647954243,805.0071987398941
100017,PNAS,2023-02,304.89164647954243,805.0071987398941
100017,PNAS,2023-03,304.89164647954243,805.0071987398941
100017,PNAS,2023-04,294.728591596891,778.1736254485643
100018,PNAS,2022-11,101.63054882651414,268.335732913298
100018,PNAS,2022-12,304.89164647954243,805.0071987398941
100018,PNAS,2023-01,304.89164647954243,805.0071987398941
100018,PNAS,2023-02,304.89164647954243,805.0071987398941
100018,PNAS,2023-03,304.89164647954243,805.0071987398941
100018,PNAS,2023-04,294.728591596891,778.1736254485643
100019,PNAS,2022-11,101.63054882651414,268.335732913298
100019,PNAS,2022-12,304.89164647954243,805.0071987398941
100019,PNAS,2023-01,304.89164647954243,805.0071987398941
100019,PNAS,2023-02,304.89164647954243,805.0071987398941
100019,PNAS,2023-03,304.89164647954243,805.0071987398941
100019,PNAS,2023-04,294.728591596891,778.1736254485643
100020,PNAS,2022-11,101.63054882651414,268.335732913298
100020,PNAS,2022-12,304.89164647954243,805.0071987398941
100020,PNAS,2023-01,304.89164647954243,805.0071987398941
100020,PNAS,2023-02,304.89164647954243,805.0071987398941
100020,PNAS,2023-03,304.89164647954243,805.0071987398941
100020,PNAS,2023-04,294.728591596891,778.1736254485643
100021,PNAS,2022-11,101.63054882651414,268.335732913298
100021,PNAS,2022-12,304.89164647954243,805.0071987398941
100021,PNAS,2023-01,304.89164647954243,805.0071987398941
100021,PNAS,2023-02,304.89164647954243,805.0071987398941
100021,PNAS,2023-03,304.89164647954243,805.0071987398941
100021,PNAS,2023-04,294.728591596891,778.1736254485643
100022,PNAS,2022-11,101.63054882651414,268.335732913298
100022,PNAS,2022-12,304.89164647954243,805.0071987398941
100022,PNAS,2023-01,304.89164647954243,805.0071987398941
100022,PNAS,2023-02,304.89164647954243,805.0071987398941
100022,PNAS,2023-03,304.89164647954243,805.0071987398941
100022,PNAS,2023-04,294.728591596891,778.1736254485643
100023,PNAS,2022-11,101.63054882651414,268.335732913298
100023,PNAS,2022-12,304.89164647954243,805.0071987398941
100023,PNAS,2023-01,304.89164647954243,805.0071987398941
100023,PNAS,2023-02,304.89164647954243,805.0071987398941
100023,PNAS,2023-03,304.89164647954243,805.0071987398941
100023,PNAS,2023-04,294.728591596891,778.1736254485643
100024,PNAS,2022-11,101.63054882651414,268.335732913298
100024,PNAS,2022-12,304.89164647954243,805.0071987398941
100024,PNAS,2023-01,304.89164647954243,805.0071987398941
100024,PNAS,2023-02,304.89164647954243,805.0071987398941
100024,PNAS,2023-03,304.89164647954243,805.0071987398941
100024,PNAS,2023-04,294.728591596891,778.1736254485643
100025,PNAS,2022-11,101.63054882651414,268.335732913298
100025,PNAS,2022-12,304.89164647954243,805.0071987398941
100025,PNAS,2023-01,304.89164647954243,805.0071987398941
100025,PNAS,2023-02,304.89164647954243,805.0071987398941
100025,PNAS,2023-03,304.89164647954243,805.0071987398941
100025,PNAS,2023-04,294.728591596891,778.1736254485643
100026,PNAS,2022-11,101.63054882651414,268.335732913298
100026,PNAS,2022-12,304.89164647954243,805.0071987398941
100026,PNAS,2023-01,304.89164647954243,805.0071987398941
100026,PNAS,2023-02,304.89164647954243,805.0071987398941
100026,PNAS,2023-03,304.89164647954243,805.0071987398941
100026,PNAS,2023-04,294.728591596891,778.1736254485643
100027,PNAS,2022-11,101.63054882651414,268.335732913298
100027,PNAS,2022-12,304.89164647954243,805.0071987398941
100027,PNAS,2023-01,304.89164647954243,805.0071987398941
100027,PNAS,2023-02,304.89164647954243,805.0071987398941
100027,PNAS,2023-03,304.89164647954243,805.0071987398941
100027,PNAS,2023-04,294.728591596891,778.1736254485643
100028,PNAS,2022-11,101.63054882651414,268.335732913298
100028,PNAS,2022-12,304.89164647954243,805.0071987398941
100028,PNAS,2023-01,304.89164647954243,805.0071987398941
100028,PNAS,2023-02,304.89164647954243,805.0071987398941
100028,PNAS,2023-03,304.89164647954243,805.0071987398941
100028,PNAS,2023-04,294.728591596891,778.1736254485643
100029,PNAS,2022-11,101.63054882651414,268.335732913298
100029,PNAS,2022-12,304.89164647954243,805.0071987398941
100029,PNAS,2023-01,304.89164647954243,805.0071987398941
100029,PNAS,2023-02,304.89164647954243,805.0071987398941
100029,PNAS,2023-03,304.89164647954243,805.0071987398941
100029,PNAS,2023-04,294.728591596891,778.1736254485643
100030,PNAS,2022-11,101.63054882651414,268.335732913298
100030,PNAS,2022-12,304.89164647954243,805.0071987398941
100030,PNAS,2023-01,304.89164647954243,805.0071987398941
100030,PNAS,2023-02,304.89164647954243,805.0071987398941
100030,PNAS,2023-03,304.89164647954243,805.0071987398941
100030,PNAS,2023-04,294.728591596891,778.1736254485643
100031,PNAS,2022-11,101.63054882651414,268.335732913298
100031,PNAS,2022-12,304.89164647954243,805.0071987398941
100031,PNAS,2023-01,304.89164647954243,805.0071987398941
100031,PNAS,2023-02,304.89164647954243,805.0071987398941
100031,PNAS,2023-03,304.89164647954243,805.0071987398941
100031,PNAS,2023-04,294.728591596891,778.1736254485643
100032,PNAS,2022-11,101.63054882651414,268.335732913298
100032,PNAS,2022-12,304.89164647954243,805.0071987398941
100032,PNAS,2023-01,304.89164647954243,805.0071987398941
100032,PNAS,2023-02,304.89164647954243,805.0071987398941
100032,PNAS,2023-03,304.89164647954243,805.0071987398941
100032,PNAS,2023-04,294.728591596891,778.1736254485643
100033,PNAS,2022-11,101.63054882651414,268.335732913298
100033,PNAS,2022-12,304.89164647954243,805.0071987398941
100033,PNAS,2023-01,304.89164647954243,805.0071987398941
100033,PNAS,2023-02,304.89164647954243,805.0071987398941
100033,PNAS,2023-03,304.89164647954243,805.0071987398941
100033,PNAS,2023-04,294.728591596891,778.1736254485643
100034,PNAS,2022-11,101.63054882651414,268.335732913298
100034,PNAS,2022-12,304.89164647954243,805.0071987398941
100034,PNAS,2023-01,304.89164647954243,805.0071987398941
100034,PNAS,2023-02,304.89164647954243,805.0071987398941
100034,PNAS,2023-03,304.89164647954243,805.0071987398941
100034,PNAS,2023-04,294.728591596891,778.1736254485643
100035,PNAS,2022-11,101.63054882651414,268.335732913298
100035,PNAS,2022-12,304.89164647954243,805.0071987398941
100035,PNAS,2023-01,304.89164647954243,805.0071987398941
100035,PNAS,2023-02,304.89164647954243,805.0071987398941
100035,PNAS,2023-03,304.89164647954243,805.0071987398941
100035,PNAS,2023-04,294.728591596891,778.1736254485643
100036,PNAS,2022-11,101.63054882651414,268.335732913298
100036,PNAS,2022-12,304.89164647954243,805.0071987398941
100036,PNAS,2023-01,304.89164647954243,805.0071987398941
100036,PNAS,2023-02,304.89164647954243,805.0071987398941
100036,PNAS,2023-03,304.89164647954243,805.0071987398941
100036,PNAS,2023-04,294.728591596891,778.1736254485643
100037,PNAS,2022-11,101.63054882651414,268.335732913298
100037,PNAS,2022-12,304.89164647954243,805.0071987398941
100037,PNAS,2023-01,304.89164647954243,805.0071987398941
100037,PNAS,2023-02,304.89164647954243,805.0071987398941
100037,PNAS,2023-03,304.89164647954243,805.0071987398941
100037,PNAS,2023-04,294.728591596891,778.1736254485643
100038,PNAS,2022-11,101.63054882651414,268.335732913298
100038,PNAS,2022-12,304.89164647954243,805.0071987398941
100038,PNAS,2023-01,304.89164647954243,805.0071987398941
100038,PNAS,2023-02,304.89164647954243,805.0071987398941
100038,PNAS,2023-03,304.89164647954243,805.0071987398941
100038,PNAS,2023-04,294.728591596891,778.1736254485643
100039,PNAS,2022-11,101.63054882651414,268.335732913298
100039,PNAS,2022-12,304.89164647954243,805.0071987398941
100039,PNAS,2023-01,304.89164647954243,805.0071987398941
100039,PNAS,2023-02,304.89164647954243,805.0071987398941
100039,PNAS,2023-03,304.89164647954243,805.0071987398941
100039,PNAS,2023-04,294.728591596891,778.1736254485643
100040,PNAS,2022-11,101.63054882651414,268.335732913298
100040,PNAS,2022-12,304.89164647954243,805.0071987398941
100040,PNAS,2023-01,304.89164647954243,805.0071987398941
100040,PNAS,2023-02,304.89164647954243,805.0071987398941
100040,PNAS,2023-03,304.89164647954243,805.0071987398941
100040,PNAS,2023-04,294.728591596891,778.1736254485643
100041,PNAS,2022-11,101.63054882651414,268.335732913298
100041,PNAS,2022-12,304.89164647954243,805.0071987398941
100041,PNAS,2023-01,304.89164647954243,805.0071987398941
100041,PNAS,2023-02,304.89164647954243,805.0071987398941
100041,PNAS,2023-03,304.89164647954243,805.0071987398941
100041,PNAS,2023-04,294.728591596891,778.1736254485643
100042,PNAS,2022-11,101.63054882651414,268.335732913298
100042,PNAS,2022-12,304.89164647954243,805.0071987398941
100042,PNAS,2023-01,304.89164647954243,805.0071987398941
100042,PNAS,2023-02,304.89164647954243,805.0071987398941
100042,PNAS,2023-03,304.89164647954243,805.0071987398941
100042,PNAS,2023-04,294.728591596891,778.1736254485643
100043,PNAS,2022-11,101.63054882651414,268.335732913298
100043,PNAS,2022-12,304.89164647954243,805.0071987398941
100043,PNAS,2023-01,304.89164647954243,805.0071987398941
100043,PNAS,2023-02,304.89164647954243,805.0071987398941
100043,PNAS,2023-03,304.89164647954243,805.0071987398941
100043,PNAS,2023-04,294.728591596891,778.1736254485643
100044,PNAS,2022-11,101.63054882651414,268.335732913298
100044,PNAS,2022-12,304.89164647954243,805.0071987398941
100044,PNAS,2023-01,304.89164647954243,805.0071987398941
100044,PNAS,2023-02,304.89164647954243,805.0071987398941
100044,PNAS,2023-03,304.89164647954243,805.0071987398941
100044,PNAS,2023-04,294.728591596891,778.1736254485643
100045,PNAS,2022-11,101.63054882651414,268.335732913298
100045,PNAS,2022-12,304.89164647954243,805.0071987398941
100045,PNAS,2023-01,304.89164647954243,805.0071987398941
100045,PNAS,2023-02,304.89164647954243,805.0071987398941
100045,PNAS,2023-03,304.89164647954243,805.0071987398941
100045,PNAS,2023-04,294.728591596891,778.1736254485643
100046,PNAS,2022-11,101.63054882651414,268.335732913298
100046,PNAS,2022-12,304.89164647954243,805.0071987398941
100046,PNAS,2023-01,304.89164647954243,805.0071987398941
100046,PNAS,2023-02,304.89164647954243,805.0071987398941
100046,PNAS,2023-03,304.89164647954243,805.0071987398941
100046,PNAS,2023-04,294.728591596891,778.1736254485643
100047,PNAS,2022-11,101.63054882651414,268.335732913298
100047,PNAS,2022-12,304.89164647954243,805.0071987398941
100047,PNAS,2023-01,304.89164647954243,805.0071987398941
100047,PNAS,2023-02,304.89164647954243,805.0071987398941
100047,PNAS,2023-03,304.89164647954243,805.0071987398941
100047,PNAS,2023-04,294.728591596891,778.1736254485643
100048,PNAS,2022-11,101.63054882651414,268.335732913298
100048,PNAS,2022-12,304.89164647954243,805.0071987398941
100048,PNAS,2023-01,304.89164647954243,805.0071987398941
100048,PNAS,2023-02,304.89164647954243,805.0071987398941
100048,PNAS,2023-03,304.89164647954243,805.0071987398941
100048,PNAS,2023-04,294.728591596891,778.1736254485643
100049,PNAS,2022-11,101.63054882651414,268.335732913298
100049,PNAS,2022-12,304.89164647954243,805.0071987398941
100049,PNAS,2023-01,304.89164647954243,805.0071987398941
100049,PNAS,2023-02,304.89164647954243,805.0071987398941
100049,PNAS,2023-03,304.89164647954243,805.0071987398941
100049,PNAS,2023-04,294.728591596891,778.1736254485643
100050,PNAS,2022-11,101.63054882651414,268.335732913298
100050,PNAS,2022-12,304.89164647954243,805.0071987398941
100050,PNAS,2023-01,304.89164647954243,805.0071987398941
100050,PNAS,2023-02,304.89164647954243,805.0071987398941
100050,PNAS,2023-03,304.89164647954243,805.0071987398941
100050,PNAS,2023-04,294.728591596891,778.1736254485643
100051,PNAS,2022-11,101.63054882651414,268.335732913298
100051,PNAS,2022-12,304.89164647954243,805.0071987398941
100051,PNAS,2023-01,304.89164647954243,805.0071987398941
100051,PNAS,2023-02,304.89164647954243,805.0071987398941
100051,PNAS,2023-03,304.89164647954243,805.0071987398941
100051,PNAS,2023-04,294.728591596891,778.1736254485643
100052,PNAS,2022-11,101.63054882651414,268.335732913298
100052,PNAS,2022-12,304.89164647954243,805.0071987398941
100052,PNAS,2023-01,304.89164647954243,805.0071987398941
100052,PNAS,2023-02,304.89164647954243,805.0071987398941
100052,PNAS,2023-03,304.89164647954243,805.0071987398941
100052,PNAS,2023-04,294.728591596891,778.1736254485643
100053,PNAS,2022-11,101.63054882651414,268.335732913298
100053,PNAS,2022-12,304.89164647954243,805.0071987398941
100053,PNAS,2023-01,304.89164647954243,805.0071987398941
100053,PNAS,2023-02,304.89164647954243,805.0071987398941
100053,PNAS,2023-03,304.89164647954243,805.0071987398941
100053,PNAS,2023-04,294.728591596891,778.1736254485643
100054,PNAS,2022-11,101.63054882651414,268.335732913298
100054,PNAS,2022-12,304.89164647954243,805.0071987398941
100054,PNAS,2023-01,304.89164647954243,805.0071987398941
100054,PNAS,2023-02,304.89164647954243,805.0071987398941
100054,PNAS,2023-03,304.89164647954243,805.0071987398941
100054,PNAS,2023-04,294.728591596891,778.1736254485643
100055,PNAS,2022-11,101.63054882651414,268.335732913298
100055,PNAS,2022-12,304.89164647954243,805.0071987398941
100055,PNAS,2023-01,304.89164647954243,805.0071987398941
100055,PNAS,2023-02,304.89164647954243,805.0071987398941
100055,PNAS,2023-03,304.89164647954243,805.0071987398941
100055,PNAS,2023-04,294.728591596891,778.1736254485643
100056,PNAS,2022-11,101.63054882651414,268.335732913298
100056,PNAS,2022-12,304.89164647954243,805.0071987398941
100056,PNAS,2023-01,304.89164647954243,805.0071987398941
100056,PNAS,2023-02,304.89164647954243,805.0071987398941
100056,PNAS,2023-03,304.89164647954243,805.0071987398941
100056,PNAS,2023-04,294.728591596891,778.1736254485643
100057,PNAS,2022-11,101.63054882651414,268.335732913298
100057,PNAS,2022-12,304.89164647954243,805.0071987398941
100057,PNAS,2023-01,304.89164647954243,805.0071987398941
100057,PNAS,2023-02,304.89164647954243,805.0071987398941
100057,PNAS,2023-03,304.89164647954243,805.0071987398941
100057,PNAS,2023-04,294.728591596891,778.1736254485643
100058,PNAS,2022-11,101.63054882651414,268.335732913298
100058,PNAS,2022-12,304.89164647954243,805.0071987398941
100058,PNAS,2023-01,304.89164647954243,805.0071987398941
100058,PNAS,2023-02,304.89164647954243,805.0071987398941
100058,PNAS,2023-03,304.89164647954243,805.0071987398941
100058,PNAS,2023-04,294.728591596891,778.1736254485643
100059,PNAS,2022-11,101.63054882651414,268.335732913298
100059,PNAS,2022-12,304.89164647954243,805.0071987398941
100059,PNAS,2023-01,304.89164647954243,805.0071987398941
100059,PNAS,2023-02,304.89164647954243,805.0071987398941
100059,PNAS,2023-03,304.89164647954243,805.0071987398941
100059,PNAS,2023-04,294.728591596891,778.1736254485643
100060,PNAS,2022-11,101.63054882651414,268.335732913298
100060,PNAS,2022-12,304.89164647954243,805.0071987398941
100060,PNAS,2023-01,304.89164647954243,805.0071987398941
100060,PNAS,2023-02,304.89164647954243,805.0071987398941
100060,PNAS,2023-03,304.89164647954243,805.0071987398941
100060,PNAS,2023-04,294.728591596891,778.1736254485643
100061,PNAS,2022-11,101.63054882651414,268.335732913298
100061,PNAS,2022-12,304.89164647954243,805.0071987398941
100061,PNAS,2023-01,304.89164647954243,805.0071987398941
100061,PNAS,2023-02,304.89164647954243,805.0071987398941
100061,PNAS,2023-03,304.89164647954243,805.0071987398941
100061,PNAS,2023-04,294.728591596891,778.1736254485643
100062,PNAS,2022-11,101.63054882651414,268.335732913298
100062,PNAS,2022-12,304.89164647954243,805.0071987398941
100062,PNAS,2023-01,304.89164647954243,805.0071987398941
100062,PNAS,2023-02,304.89164647954243,805.0071987398941
100062,PNAS,2023-03,304.89164647954243,805.0071987398941
100062,PNAS,2023-04,294.728591596891,778.1736254485643
100063,PNAS,2022-11,101.63054882651414,268.335732913298
100063,PNAS,2022-12,304.89164647954243,805.0071987398941
100063,PNAS,2023-01,304.89164647954243,805.0071987398941
100063,PNAS,2023-02,304.89164647954243,805.0071987398941
100063,PNAS,2023-03,304.89164647954243,805.0071987398941
100063,PNAS,2023-04,294.728591596891,778.1736254485643
100064,PNAS,2022-11,101.63054882651414,268.335732913298
100064,PNAS,2022-12,304.89164647954243,805.0071987398941
100064,PNAS,2023-01,304.89164647954243,805.0071987398941
100064,PNAS,2023-02,304.89164647954243,805.0071987398941
100064,PNAS,2023-03,304.89164647954243,805.0071987398941
100064,PNAS,2023-04,294.728591596891,778.1736254485643
100065,PNAS,2022-11,101.63054882651414,268.335732913298
100065,PNAS,2022-12,304.89164647954243,805.0071987398941
100065,PNAS,2023-01,304.89164647954243,805.0071987398941
100065,PNAS,2023-02,304.89164647954243,805.0071987398941
100065,PNAS,2023-03,304.89164647954243,805.0071987398941
100065,PNAS,2023-04,294.728591596891,778.1736254485643
100066,PNAS,2022-11,101.63054882651414,268.335732913298
100066,PNAS,2022-12,304.89164647954243,805.0071987398941
100066,PNAS,2023-01,304.89164647954243,805.0071987398941
100066,PNAS,2023-02,304.89164647954243,805.0071987398941
100066,PNAS,2023-03,304.89164647954243,805.0071987398941
100066,PNAS,2023-04,294.728591596891,778.1736254485643
100067,PNAS,2022-11,101.63054882651414,268.335732913298
100067,PNAS,2022-12,304.89164647954243,805.0071987398941
100067,PNAS,2023-01,304.89164647954243,805.0071987398941
100067,PNAS,2023-02,304.89164647954243,805.0071987398941
100067,PNAS,2023-03,304.89164647954243,805.0071987398941
100067,PNAS,2023-04,294.728591596891,778.1736254485643
100068,PNAS,2022-11,101.63054882651414,268.335732913298
100068,PNAS,2022-12,304.89164647954243,805.0071987398941
100068,PNAS,2023-01,304.89164647954243,805.0071987398941
100068,PNAS,2023-02,304.89164647954243,805.0071987398941
100068,PNAS,2023-03,304.89164647954243,805.0071987398941
100068,PNAS,2023-04,294.728591596891,778.1736254485643
100069,PNAS,2022-11,101.63054882651414,268.335732913298
100069,PNAS,2022-12,304.89164647954243,805.0071987398941
100069,PNAS,2023-01,304.89164647954243,805.0071987398941
100069,PNAS,2023-02,304.89164647954243,805.0071987398941
100069,PNAS,2023-03,304.89164647954243,805.0071987398941
100069,PNAS,2023-04,294.728591596891,778.1736254485643
100070,PNAS,2022-11,101.63054882651414,268.335732913298
100070,PNAS,2022-12,304.89164647954243,805.0071987398941
100070,PNAS,2023-01,304.89164647954243,805.0071987398941
100070,PNAS,2023-02,304.89164647954243,805.0071987398941
100070,PNAS,2023-03,304.89164647954243,805.0071987398941
100070,PNAS,2023-04,294.728591596891,778.1736254485643
100071,PNAS,2022-11,101.63054882651414,268.335732913298
100071,PNAS,2022-12,304.89164647954243,805.0071987398941
100071,PNAS,2023-01,304.89164647954243,805.0071987398941
100071,PNAS,2023-02,304.89164647954243,805.0071987398941
100071,PNAS,2023-03,304.89164647954243,805.0071987398941
100071,PNAS,2023-04,294.728591596891,778.1736254485643
100072,PNAS,2022-11,101.63054882651414,268.335732913298
100072,PNAS,2022-12,304.89164647954243,805.0071987398941
100072,PNAS,2023-01,304.89164647954243,805.0071987398941
100072,PNAS,2023-02,304.89164647954243,805.0071987398941
100072,PNAS,2023-03,304.89164647954243,805.0071987398941
100072,PNAS,2023-04,294.728591596891,778.1736254485643
100073,PNAS,2022-11,101.63054882651414,268.335732913298
100073,PNAS,2022-12,304.89164647954243,805.0071987398941
100073,PNAS,2023-01,304.89164647954243,805.0071987398941
100073,PNAS,2023-02,304.89164647954243,805.0071987398941
100073,PNAS,2023-03,304.89164647954243,805.0071987398941
100073,PNAS,2023-04,294.728591596891,778.1736254485643
100074,PNAS,2022-11,101.63054882651414,268.335732913298
100074,PNAS,2022-12,304.89164647954243,805.0071987398941
100074,PNAS,2023-01,304.89164647954243,805.0071987398941
100074,PNAS,2023-02,304.89164647954243,805.0071987398941
100074,PNAS,2023-03,304.89164647954243,805.0071987398941
100074,PNAS,2023-04,294.728591596891,778.1736254485643
100075,PNAS,2022-11,101.63054882651414,268.335732913298
100075,PNAS,2022-12,304.89164647954243,805.0071987398941
100075,PNAS,2023-01,304.89164647954243,805.0071987398941
100075,PNAS,2023-02,304.89164647954243,805.0071987398941
100075,PNAS,2023-03,304.89164647954243,805.0071987398941
100075,PNAS,2023-04,294.728591596891,778.1736254485643
100076,PNAS,2022-11,101.63054882651414,268.335732913298
100076,PNAS,2022-12,304.89164647954243,805.0071987398941
100076,PNAS,2023-01,304.89164647954243,805.0071987398941
100076,PNAS,2023-02,304.89164647954243,805.0071987398941
100076,PNAS,2023-03,304.89164647954243,805.0071987398941
100076,PNAS,2023-04,294.728591596891,778.1736254485643
100077,PNAS,2022-11,101.63054882651414,268.335732913298
100077,PNAS,2022-12,304.89164647954243,805.0071987398941
100077,PNAS,2023-01,304.89164647954243,805.0071987398941
100077,PNAS,2023-02,304.89164647954243,805.0071987398941
100077,PNAS,2023-03,304.89164647954243,805.0071987398941
100077,PNAS,2023-04,294.728591596891,778.1736254485643
100078,PNAS,2022-11,101.63054882651414,268.335732913298
100078,PNAS,2022-12,304.89164647954243,805.0071987398941
100078,PNAS,2023-01,304.89164647954243,805.0071987398941
100078,PNAS,2023-02,304.89164647954243,805.0071987398941
100078,PNAS,2023-03,304.89164647954243,805.0071987398941
100078,PNAS,2023-04,294.728591596891,778.1736254485643
100079,PNAS,2022-11,101.63054882651414,268.335732913298
100079,PNAS,2022-12,304.89164647954243,805.0071987398941
100079,PNAS,2023-01,304.89164647954243,805.0071987398941
100079,PNAS,2023-02,304.89164647954243,805.0071987398941
100079,PNAS,2023-03,304.89164647954243,805.0071987398941
100079,PNAS,2023-04,294.728591596891,778.1736254485643
100080,PNAS,2022-11,101.63054882651414,268.335732913298
100080,PNAS,2022-12,304.89164647954243,805.0071987398941
100080,PNAS,2023-01,304.89164647954243,805.0071987398941
100080,PNAS,2023-02,304.89164647954243,805.0071987398941
100080,PNAS,2023-03,304.89164647954243,805.0071987398941
